order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,tax_pct
ORD-02425,CUST-0210,PROD-0085,2024-01-07,6,335.81,0.21,0.1
ORD-00922,CUST-0194,PROD-0029,2023-09-01,3,1739.02,0.07,0.05
ORD-01688,CUST-0022,PROD-0009,2024-02-04,2,1429.73,0.05,0.11
ORD-04400,CUST-0072,PROD-0016,2024-04-26,5,1309.92,0.11,0.11
ORD-00599,CUST-0377,PROD-0040,2024-05-22,6,992.49,0.12,0.1
ORD-00674,CUST-0145,PROD-0042,2024-08-04,10,267.35,0.26,0.13
ORD-04695,CUST-0452,PROD-0048,2023-01-12,7,509.26,0.19,0.08
ORD-03141,CUST-0013,PROD-0071,2023-01-02,6,1949.32,0.25,0.09
ORD-01877,CUST-0384,PROD-0028,2024-09-16,7,1944.96,0.01,0.09
ORD-03467,CUST-0392,PROD-0012,2024-04-07,3,1471.47,0.09,0.14
ORD-02242,CUST-0374,PROD-0017,2023-06-30,1,1842.34,0.15,0.12
ORD-04477,CUST-0148,PROD-0074,2023-10-30,6,1853.88,0.02,0.09
ORD-04543,CUST-0225,PROD-0065,2024-06-06,8,1377.21,0.01,0.15
ORD-02160,CUST-0094,PROD-0057,2023-05-17,3,1996.44,0.27,0.12
ORD-01610,CUST-0283,PROD-0070,2024-06-27,9,336.15,0.2,0.09
ORD-00564,CUST-0243,PROD-0038,2023-11-29,9,1951.45,0.1,0.12
ORD-01951,CUST-0021,PROD-0006,2024-05-16,6,60.54,0.28,0.05
ORD-02203,CUST-0425,PROD-0057,2023-02-16,1,695.42,0.24,0.07
ORD-03586,CUST-0053,PROD-0019,2023-03-23,5,1099.54,0.2,0.05
ORD-02912,CUST-0033,PROD-0059,2023-03-04,10,336.77,0.07,0.14
ORD-01763,CUST-0012,PROD-0004,2024-06-09,6,159.47,0.09,0.08
ORD-02076,CUST-0160,PROD-0052,2023-10-10,7,1929.02,0.14,0.12
ORD-04629,CUST-0405,PROD-0066,2024-02-06,3,1120.26,0.24,0.1
ORD-00776,CUST-0233,PROD-0050,2024-01-02,4,1730.52,0.24,0.11
ORD-00719,CUST-0369,PROD-0095,2023-09-17,5,177.72,0.16,0.09
ORD-01658,CUST-0455,PROD-0083,2023-02-03,4,1200.28,0.19,0.08
ORD-00469,CUST-0168,PROD-0064,2024-02-09,2,1374.16,0.18,0.13
ORD-00535,CUST-0066,PROD-0005,2024-05-26,4,1267.72,0.29,0.07
ORD-03550,CUST-0457,PROD-0029,2023-08-27,4,503.76,0.24,0.1
ORD-03788,CUST-0094,PROD-0034,2023-01-26,1,1134.23,0.17,0.09
ORD-02447,CUST-0341,PROD-0032,2024-10-19,7,189.79,0.19,0.08
ORD-03560,CUST-0477,PROD-0098,2023-11-07,4,1461.16,0.09,0.15
ORD-04480,CUST-0348,PROD-0030,2024-04-05,10,348.63,0.25,0.1
ORD-02017,CUST-0213,PROD-0055,2023-04-03,8,47.77,0.02,0.08
ORD-03871,CUST-0417,PROD-0004,2023-11-20,9,1588.44,0.14,0.05
ORD-00745,CUST-0164,PROD-0019,2024-12-16,3,64.07,0.02,0.09
ORD-04812,CUST-0398,PROD-0016,2023-03-17,9,686.24,0.28,0.12
ORD-00004,CUST-0149,PROD-0030,2023-09-24,4,1511.23,0.23,0.06
ORD-02826,CUST-0471,PROD-0021,2024-09-16,3,1373.26,0.13,0.12
ORD-02360,CUST-0032,PROD-0001,2023-05-04,1,1477.63,0.22,0.12
ORD-04588,CUST-0187,PROD-0004,2023-06-08,9,71.76,0.27,0.11
ORD-04964,CUST-0126,PROD-0095,2024-09-12,4,742.82,0.13,0.12
ORD-04923,CUST-0288,PROD-0096,2024-10-22,6,1930.85,0.19,0.1
ORD-00963,CUST-0086,PROD-0077,2024-03-24,7,1052.29,0.29,0.13
ORD-02655,CUST-0145,PROD-0028,2023-06-26,1,953.26,0.13,0.06
ORD-04968,CUST-0372,PROD-0054,2023-01-06,5,1625.27,0.25,0.08
ORD-04275,CUST-0275,PROD-0049,2024-04-30,10,520.6,0.06,0.06
ORD-04717,CUST-0252,PROD-0047,2023-07-02,10,563.38,0.3,0.13
ORD-01582,CUST-0145,PROD-0042,2024-05-17,3,659.95,0.25,0.05
ORD-03735,CUST-0077,PROD-0005,2023-10-21,6,1392.77,0.3,0.05
ORD-01842,CUST-0426,PROD-0090,2024-05-11,5,669.79,0.29,0.1
ORD-04039,CUST-0029,PROD-0044,2023-05-12,2,910.71,1.42,0.15
ORD-03572,CUST-0180,PROD-0081,2023-08-15,6,1865.87,0.28,0.05
ORD-04520,CUST-0399,PROD-0073,2023-03-23,5,587.3,0.06,0.07
ORD-03632,CUST-0449,PROD-0097,2024-09-04,4,1456.52,0.11,0.14
ORD-00136,CUST-0486,PROD-0073,2024-06-23,6,1828.82,0.01,0.12
ORD-03776,CUST-0007,PROD-0087,2023-11-04,4,1409.63,0.19,0.05
ORD-01823,CUST-0245,PROD-0037,2023-02-21,9,1627.4,0.18,0.11
ORD-04047,CUST-0382,PROD-0067,2023-12-10,8,1249.19,0.17,0.12
ORD-04954,CUST-0202,PROD-0055,2023-10-23,5,1754.37,0.22,0.11
ORD-03002,CUST-0016,PROD-0100,2023-04-27,2,1412.02,0.28,0.08
ORD-00356,CUST-0112,PROD-0015,2023-03-05,5,405.46,0.27,0.14
ORD-01754,CUST-0222,PROD-0014,2024-09-28,6,69.28,0.26,0.13
ORD-03956,CUST-0331,PROD-0063,2023-04-19,7,1272.89,0.29,0.06
ORD-04385,CUST-0443,PROD-0055,2023-11-03,2,1955.76,0.09,0.07
ORD-03906,CUST-0405,PROD-0034,2024-07-07,9,235.87,0.06,0.13
ORD-01483,CUST-0179,PROD-0088,2023-09-23,2,1616.34,0.09,0.08
ORD-02095,CUST-0259,PROD-0037,2024-11-09,9,147.56,0.26,0.09
ORD-00045,CUST-0164,PROD-0038,2023-01-25,4,963.23,0.05,0.09
ORD-00153,CUST-0474,PROD-0094,2024-11-11,4,1949.05,0.12,0.11
ORD-04767,CUST-0431,PROD-0054,2023-08-23,8,137.65,0.28,0.08
ORD-00840,CUST-0053,PROD-0092,2024-05-14,7,610.05,0.18,0.15
ORD-02953,CUST-0052,PROD-0051,2023-03-24,7,500.24,0.17,0.09
ORD-02669,CUST-0380,PROD-0035,2023-02-04,9,1750.05,0.19,0.08
ORD-00211,CUST-0169,PROD-0046,2023-12-14,1,29.25,0.04,0.11
ORD-00606,CUST-0483,PROD-0018,2023-11-06,2,253.16,0.15,0.07
ORD-03957,CUST-0269,PROD-0091,2023-10-19,1,546.07,0.07,0.06
ORD-02021,CUST-0312,PROD-0065,2023-06-01,2,640.17,0.05,0.08
ORD-03989,CUST-0312,PROD-0082,2023-04-27,10,1659.11,0.12,0.09
ORD-01551,CUST-0064,PROD-0090,2024-09-08,3,1757.57,0.17,0.07
ORD-04163,CUST-0148,PROD-0095,2023-12-27,2,261.12,0.15,0.06
ORD-02685,CUST-0433,PROD-0041,2024-10-14,9,1514.32,0.3,0.05
ORD-00537,CUST-0088,PROD-0074,2023-12-07,3,1581.2,0.19,0.11
ORD-03499,CUST-0187,PROD-0043,2023-12-11,8,826.29,0.3,0.15
ORD-03792,CUST-0108,PROD-0007,2024-11-23,6,1655.24,0.12,0.1
ORD-03610,CUST-0288,PROD-0082,2024-06-12,9,216.25,1.98,0.15
ORD-00605,CUST-0249,PROD-0066,2023-07-21,7,718.63,0.2,0.15
ORD-00111,CUST-0160,PROD-0042,2024-09-25,2,1755.21,0.26,0.13
ORD-00579,CUST-0499,PROD-0089,2024-04-30,10,877.78,0.08,0.12
ORD-01597,CUST-0256,PROD-0093,2024-11-23,1,440.68,0.05,0.08
ORD-03647,CUST-0434,PROD-0075,2024-07-30,2,1637.77,0.13,0.09
ORD-04346,CUST-0121,PROD-0044,2024-12-21,2,33.85,0.09,0.07
ORD-04815,CUST-0261,PROD-0076,2023-06-01,9,153.73,0.24,0.07
ORD-03762,CUST-0079,PROD-0070,2023-09-11,10,1032.76,0.18,0.15
ORD-02942,CUST-0326,PROD-0086,2023-03-16,10,1902.0,0.07,0.13
ORD-01376,CUST-0207,PROD-0008,2024-10-10,10,793.15,0.13,0.13
ORD-02978,CUST-0254,PROD-0015,2023-05-02,8,206.78,0.21,0.06
ORD-02427,CUST-0288,PROD-0048,2024-07-04,10,1451.15,0.17,0.09
ORD-04392,CUST-0378,PROD-0081,2023-11-12,6,1027.24,0.21,0.14
ORD-02949,CUST-0283,PROD-0044,2023-05-13,7,263.29,0.19,0.13
ORD-01749,CUST-0389,PROD-0035,2023-04-09,1,1907.64,0.02,0.13
ORD-02929,CUST-0415,PROD-0093,2024-05-21,7,1645.72,0.2,0.07
ORD-04473,CUST-0379,PROD-0040,2024-06-29,10,178.19,0.03,0.12
ORD-01404,CUST-0493,PROD-0013,2023-02-04,8,42.13,0.11,0.09
ORD-03847,CUST-0123,PROD-0089,2024-10-13,6,60.58,0.1,0.14
ORD-01678,CUST-0265,PROD-0077,2024-02-03,8,324.62,0.07,0.11
ORD-01868,CUST-0260,PROD-0048,2024-01-28,8,1385.3,0.01,0.13
ORD-00042,CUST-0370,PROD-0081,2024-10-13,8,1567.51,0.11,0.14
ORD-03769,CUST-0285,PROD-0003,2023-04-08,10,180.34,1.73,0.12
ORD-00561,CUST-0134,PROD-0048,2023-09-04,2,91.89,0.09,0.06
ORD-01707,CUST-0059,PROD-0011,2023-09-23,8,1831.12,0.05,0.12
ORD-01468,CUST-0287,PROD-0058,2024-07-26,10,878.01,0.29,0.07
ORD-00102,CUST-0380,PROD-0085,2024-05-12,2,912.21,0.18,0.08
ORD-01847,CUST-0021,PROD-0053,2023-07-30,4,278.07,0.19,0.15
ORD-04453,CUST-0014,PROD-0071,2023-10-09,3,1978.12,0.05,0.07
ORD-04960,CUST-0459,PROD-0088,2023-05-22,5,12.01,0.27,0.06
ORD-01814,CUST-0453,PROD-0010,2024-10-13,4,1816.92,0.15,0.11
ORD-01457,CUST-0047,PROD-0092,2024-07-18,3,801.96,0.21,0.07
ORD-00706,CUST-0485,PROD-0057,2024-09-27,9,1212.54,0.03,0.06
ORD-03333,CUST-0005,PROD-0019,2023-02-14,4,1838.16,0.02,0.12
ORD-03372,CUST-0133,PROD-0059,2023-01-13,5,623.0,0.18,0.13
ORD-01359,CUST-0380,PROD-0069,2024-04-26,9,143.72,0.17,0.1
ORD-00384,CUST-0223,PROD-0054,2023-02-16,1,1844.52,0.1,0.14
ORD-01155,CUST-0437,PROD-0067,2023-10-20,3,1936.55,0.02,0.11
ORD-01502,CUST-0168,PROD-0022,2024-02-08,3,1805.41,0.15,0.07
ORD-01011,CUST-0499,PROD-0017,2023-07-31,9,397.82,0.23,0.12
ORD-02543,CUST-0443,PROD-0065,2024-05-22,6,1357.56,0.24,0.1
ORD-02677,CUST-0233,PROD-0084,2024-01-25,1,1556.37,0.09,0.05
ORD-04489,CUST-0365,PROD-0074,2024-01-06,4,1317.53,0.06,0.13
ORD-02892,CUST-0339,PROD-0027,2023-02-16,10,645.4,0.07,0.1
ORD-01021,CUST-0147,PROD-0052,2023-04-03,2,1943.64,0.15,0.09
ORD-04482,CUST-0132,PROD-0032,2024-11-07,10,84.47,0.05,0.14
ORD-03960,CUST-0238,PROD-0080,2024-11-13,6,984.04,0.21,0.13
ORD-03690,CUST-0238,PROD-0001,2024-08-28,1,785.17,0.13,0.08
ORD-00722,CUST-0322,PROD-0065,2023-07-05,9,229.78,0.02,0.09
ORD-04284,CUST-0002,PROD-0023,2023-03-04,6,1818.1,0.09,0.15
ORD-01977,CUST-0372,PROD-0007,2024-02-04,2,278.09,0.11,0.12
ORD-03947,CUST-0332,PROD-0020,2023-03-20,4,676.67,0.13,0.08
ORD-01677,CUST-0118,PROD-0035,2023-07-19,8,1819.28,0.03,0.08
ORD-04072,CUST-0131,PROD-0001,2023-07-28,8,626.21,0.14,0.14
ORD-04556,CUST-0117,PROD-0090,2023-04-29,5,553.41,0.26,0.15
ORD-00168,CUST-0074,PROD-0080,2023-03-19,10,1221.83,0.01,0.08
ORD-02251,CUST-0236,PROD-0006,2024-02-18,8,800.22,0.27,0.11
ORD-00540,CUST-0214,PROD-0006,2024-03-18,10,1893.04,0.27,0.14
ORD-02315,CUST-0128,PROD-0096,2024-04-25,8,1223.25,0.1,0.13
ORD-03513,CUST-0488,PROD-0064,2024-08-11,4,411.31,0.17,0.09
ORD-00583,CUST-0351,PROD-0090,2023-04-05,6,1655.38,0.21,0.08
ORD-01639,CUST-0337,PROD-0024,2023-10-28,6,1119.16,0.14,0.15
ORD-02542,CUST-0002,PROD-0086,2024-12-01,9,1105.36,0.16,0.1
ORD-02483,CUST-0473,PROD-0091,2023-02-02,2,59.65,0.25,0.08
ORD-03507,CUST-0174,PROD-0088,2024-06-18,2,1406.15,0.05,0.1
ORD-01432,CUST-0160,PROD-0027,2023-11-15,5,10.7,0.08,0.11
ORD-04963,CUST-0236,PROD-0016,2023-04-29,3,1589.37,0.27,0.12
ORD-00694,CUST-0053,PROD-0081,2024-06-09,10,1660.61,0.12,0.08
ORD-01767,CUST-0337,PROD-0039,2024-04-22,10,1741.9,0.16,0.14
ORD-04693,CUST-0347,PROD-0054,2023-08-13,8,228.53,0.1,0.13
ORD-01179,CUST-0240,PROD-0096,2023-04-04,10,1540.33,0.08,0.15
ORD-01805,CUST-0427,PROD-0021,2024-07-09,5,1671.15,1.44,0.12
ORD-01804,CUST-0371,PROD-0027,2024-05-25,4,1241.11,0.01,0.12
ORD-04365,CUST-0017,PROD-0095,2024-03-31,3,1950.16,0.24,0.13
ORD-01874,CUST-0456,PROD-0025,2023-04-20,10,1586.67,0.26,0.15
ORD-04609,CUST-0176,PROD-0023,2024-03-14,7,1382.53,0.08,0.12
ORD-03523,CUST-0440,PROD-0015,2023-04-02,8,675.15,0.28,0.08
ORD-02980,CUST-0336,PROD-0012,2024-03-24,1,331.53,0.28,0.11
ORD-02836,CUST-0231,PROD-0088,2023-02-10,2,843.2,0.11,0.08
ORD-01458,CUST-0182,PROD-0051,2024-07-08,7,1705.9,0.04,0.08
ORD-03269,CUST-0316,PROD-0035,2024-03-15,2,64.05,0.06,0.09
ORD-00069,CUST-0400,PROD-0059,2023-11-19,5,75.06,0.07,0.08
ORD-00733,CUST-0094,PROD-0095,2023-11-17,1,1874.27,0.09,0.08
ORD-04545,CUST-0266,PROD-0053,2023-09-14,1,1363.21,0.17,0.08
ORD-03781,CUST-0349,PROD-0047,2023-08-04,4,887.21,0.01,0.13
ORD-00002,CUST-0124,PROD-0027,2023-04-17,7,1233.7,0.28,0.14
ORD-01593,CUST-0147,PROD-0058,2023-02-13,4,660.85,0.08,0.06
ORD-03059,CUST-0197,PROD-0069,2023-09-29,7,1161.4,0.29,0.09
ORD-02598,CUST-0279,PROD-0048,2024-09-18,3,123.84,0.09,0.11
ORD-03301,CUST-0076,PROD-0007,2024-08-08,8,107.06,0.06,0.08
ORD-00242,CUST-0214,PROD-0088,2024-09-17,5,1388.94,0.01,0.09
ORD-04814,CUST-0092,PROD-0021,2024-02-27,-2,1393.05,0.09,0.13
ORD-00828,CUST-0020,PROD-0002,2023-02-10,7,693.88,0.12,0.07
ORD-01090,CUST-0161,PROD-0098,2023-12-21,4,1629.85,0.23,0.1
ORD-03142,CUST-0474,PROD-0010,2023-01-04,6,1919.59,0.16,0.08
ORD-04032,CUST-0044,PROD-0016,2024-11-14,7,267.66,0.24,0.15
ORD-02920,CUST-0375,PROD-0095,2024-08-12,4,141.55,0.28,0.08
ORD-02763,CUST-0497,PROD-0006,2024-05-20,1,1016.12,0.29,0.11
ORD-02166,CUST-0319,PROD-0028,2023-05-28,1,29.35,0.12,0.15
ORD-01167,CUST-0337,PROD-0016,2024-01-25,4,1996.2,0.04,0.09
ORD-00819,CUST-0104,PROD-0065,2024-12-22,8,325.97,0.17,0.08
ORD-00765,CUST-0012,PROD-0089,2024-07-06,9,1460.51,0.08,0.13
ORD-00813,CUST-0486,PROD-0051,2023-11-22,10,1152.02,0.12,0.09
ORD-00844,CUST-0159,PROD-0031,2024-10-08,1,472.89,0.18,0.14
ORD-00623,CUST-0244,PROD-0055,2023-06-18,10,680.31,0.02,0.13
ORD-03557,CUST-0081,PROD-0048,2023-03-16,6,792.61,0.02,0.11
ORD-02787,CUST-0152,PROD-0058,2023-08-09,3,626.1,0.13,0.09
ORD-02417,CUST-0095,PROD-0041,2023-04-06,8,400.64,0.09,0.11
ORD-00116,CUST-0267,PROD-0053,2023-11-30,5,195.12,0.28,0.14
ORD-03194,CUST-0240,PROD-0078,2023-06-30,3,1369.81,0.03,0.12
ORD-04448,CUST-0127,PROD-0057,2024-11-21,9,1996.7,0.28,0.08
ORD-01038,CUST-0216,PROD-0090,2024-09-05,10,203.92,0.07,0.15
ORD-01169,CUST-0270,PROD-0035,2023-10-11,6,1562.61,0.09,0.12
ORD-01127,CUST-0305,PROD-0013,2023-04-06,1,547.65,0.3,0.06
ORD-03486,CUST-0401,PROD-0071,2024-12-14,7,144.68,0.16,0.14
ORD-03597,CUST-0053,PROD-0067,2024-01-30,6,1042.13,0.22,0.13
ORD-04340,CUST-0470,PROD-0006,2024-07-06,9,1904.15,0.21,0.12
ORD-03184,CUST-0224,PROD-0096,2024-06-29,4,1846.66,0.18,0.14
ORD-01616,CUST-0341,PROD-0022,2023-05-26,9,216.59,0.0,0.14
ORD-04976,CUST-0324,PROD-0086,2024-07-29,4,1748.55,0.21,0.1
ORD-04842,CUST-0488,PROD-0079,2024-10-10,8,1713.87,0.01,0.13
ORD-01333,CUST-0207,PROD-0064,2023-08-18,6,1009.59,0.16,0.07
ORD-04172,CUST-0223,PROD-0024,2023-10-11,10,1927.22,0.27,0.09
ORD-01006,CUST-0195,PROD-0022,2023-04-01,8,960.06,0.2,0.09
ORD-02716,CUST-0218,PROD-0033,2023-04-10,5,93.64,0.11,0.12
ORD-00267,CUST-0282,PROD-0060,2024-12-05,10,1705.98,0.26,0.14
ORD-03768,CUST-0043,PROD-0052,2023-02-01,6,484.06,0.11,0.12
ORD-01424,CUST-0033,PROD-0047,2024-08-18,2,1339.35,0.1,0.1
ORD-01063,CUST-0012,PROD-0067,2024-06-11,5,1853.9,0.06,0.05
ORD-00972,CUST-0445,PROD-0100,2023-11-07,3,519.41,0.0,0.12
ORD-04930,CUST-0032,PROD-0038,2024-02-22,-2,1427.74,0.03,0.12
ORD-02110,CUST-0470,PROD-0093,2023-05-18,4,751.62,0.24,0.08
ORD-02859,CUST-0367,PROD-0080,2023-04-30,1,1476.29,0.11,0.1
ORD-03885,CUST-0192,PROD-0071,2024-11-25,6,1827.54,0.25,0.06
ORD-00637,CUST-0110,PROD-0036,2024-10-19,4,1871.65,0.07,0.06
ORD-00696,CUST-0419,PROD-0063,2024-05-29,9,1186.17,0.18,0.12
ORD-03430,CUST-0408,PROD-0046,2024-04-08,7,978.75,0.07,0.14
ORD-00662,CUST-0068,PROD-0012,2023-09-29,3,1012.46,0.28,0.14
ORD-01215,CUST-0228,PROD-0067,2023-04-01,4,570.86,0.28,0.09
ORD-04876,CUST-0081,PROD-0084,2024-05-26,5,774.06,0.14,0.14
ORD-02138,CUST-0483,PROD-0072,2023-12-26,6,22.43,0.02,0.13
ORD-04278,CUST-0099,PROD-0045,2023-01-24,8,1561.25,0.18,0.08
ORD-04862,CUST-0422,PROD-0095,2024-02-15,5,524.66,0.18,0.1
ORD-04876,CUST-0081,PROD-0084,2024-05-26,5,774.06,0.14,0.14
ORD-02065,CUST-0414,PROD-0051,2024-09-20,4,1666.72,0.16,0.13
ORD-03190,CUST-0033,PROD-0015,2024-07-01,6,888.71,0.14,0.11
ORD-02794,CUST-0273,PROD-0051,2023-04-30,2,1519.36,0.28,0.11
ORD-04599,CUST-0326,PROD-0076,2024-03-28,4,1459.77,0.02,0.14
ORD-01161,CUST-0436,PROD-0030,2024-06-01,4,1304.17,0.13,0.08
ORD-01393,CUST-0420,PROD-0056,2023-09-30,10,686.22,0.16,0.12
ORD-04939,CUST-0029,PROD-0050,2023-09-18,9,1585.28,0.09,0.13
ORD-00584,CUST-0145,PROD-0048,2024-09-05,10,709.74,0.04,0.06
ORD-03288,CUST-0174,PROD-0010,2024-02-15,6,843.47,0.22,0.05
ORD-04492,CUST-0325,PROD-0061,2024-09-09,3,534.84,0.13,0.11
ORD-04115,CUST-0108,PROD-0008,2024-01-08,5,1624.73,0.01,0.07
ORD-02519,CUST-0135,PROD-0089,2023-08-13,1,1066.45,0.15,0.06
ORD-01569,CUST-0170,PROD-0090,2023-12-10,8,1575.74,0.17,0.11
ORD-01445,CUST-0196,PROD-0006,2023-06-14,10,757.89,0.16,0.14
ORD-01675,CUST-0352,PROD-0073,2024-01-22,4,765.09,0.26,0.15
ORD-01433,CUST-0422,PROD-0021,2024-12-10,2,127.85,0.12,0.06
ORD-02393,CUST-0050,PROD-0072,2023-03-14,1,1823.21,0.29,0.09
ORD-01922,CUST-0316,PROD-0058,2024-10-07,9,1540.52,0.2,0.05
ORD-00159,CUST-0498,PROD-0097,2024-11-21,2,180.56,0.1,0.1
ORD-04670,CUST-0276,PROD-0080,2023-11-14,10,637.12,0.06,0.13
ORD-01869,CUST-0009,PROD-0092,2023-05-15,2,1608.54,0.09,0.07
ORD-00817,CUST-0057,PROD-0017,2023-05-01,3,660.28,0.27,0.09
ORD-02819,CUST-0268,PROD-0028,2023-02-19,6,1194.08,0.19,0.07
ORD-01655,CUST-0218,PROD-0086,2024-06-13,6,1040.17,0.12,0.08
ORD-03309,CUST-0098,PROD-0058,2023-10-19,9,1428.6,0.04,0.09
ORD-01284,CUST-0179,PROD-0099,2024-09-22,8,536.44,0.15,0.11
ORD-02952,CUST-0338,PROD-0037,2023-04-20,9,1863.13,0.1,0.07
ORD-04973,CUST-0028,PROD-0046,2024-04-15,7,298.74,0.28,0.13
ORD-00299,CUST-0349,PROD-0051,2023-01-25,9,852.89,0.11,0.08
ORD-02221,CUST-0018,PROD-0089,2024-11-17,4,498.59,0.28,0.14
ORD-02255,CUST-0133,PROD-0100,2024-12-02,7,1846.86,0.23,0.1
ORD-01188,CUST-0056,PROD-0010,2023-11-22,6,1085.48,0.01,0.07
ORD-00626,CUST-0481,PROD-0060,2024-03-13,10,1003.42,0.2,0.13
ORD-00163,CUST-0104,PROD-0081,2024-03-19,3,94.93,0.02,0.12
ORD-03160,CUST-0427,PROD-0064,2023-11-02,9,1889.95,0.19,0.14
ORD-01005,CUST-0287,PROD-0078,2023-04-16,1,445.62,0.06,0.12
ORD-00412,CUST-0353,PROD-0100,2024-05-27,10,472.04,0.21,0.09
ORD-03794,CUST-0254,PROD-0085,2023-05-30,7,536.75,1.87,0.15
ORD-01146,CUST-0311,PROD-0081,2023-05-17,1,1695.14,0.02,0.13
ORD-03692,CUST-0088,PROD-0067,2024-01-04,-2,293.98,0.28,0.13
ORD-01136,CUST-0218,PROD-0019,2024-05-26,7,1398.33,0.03,0.09
ORD-02071,CUST-0401,PROD-0040,2023-07-12,8,686.43,0.27,0.11
ORD-03749,CUST-0196,PROD-0024,2024-12-13,7,1202.27,0.27,0.14
ORD-03462,CUST-0090,PROD-0015,2023-02-19,6,1905.68,0.12,0.05
ORD-02170,CUST-0192,PROD-0088,2023-02-27,9,724.76,0.23,0.07
ORD-00823,CUST-0235,PROD-0050,2024-01-12,7,505.78,0.27,0.12
ORD-04295,CUST-0091,PROD-0095,2024-11-06,8,1102.12,0.17,0.12
ORD-04391,CUST-0100,PROD-0045,2024-07-31,5,1935.3,0.05,0.07
ORD-00124,CUST-0412,PROD-0018,2023-07-15,9,1498.68,0.07,0.1
ORD-02567,CUST-0024,PROD-0084,2023-02-03,1,965.88,0.0,0.07
ORD-02766,CUST-0084,PROD-0052,2024-08-22,9,558.6,0.1,0.05
ORD-04481,CUST-0157,PROD-0054,2023-10-11,5,79.06,0.11,0.1
ORD-01734,CUST-0093,PROD-0054,2024-05-12,10,995.76,1.42,0.07
ORD-03296,CUST-0390,PROD-0097,2024-02-21,5,1033.18,0.24,0.11
ORD-04176,CUST-0393,PROD-0021,2024-12-22,6,1822.33,0.2,0.11
ORD-01027,CUST-0109,PROD-0090,2024-11-29,6,138.3,0.1,0.11
ORD-01996,CUST-0399,PROD-0089,2024-01-27,4,1434.19,0.17,0.08
ORD-00867,CUST-0252,PROD-0001,2023-09-17,7,1401.03,0.0,0.07
ORD-04944,CUST-0403,PROD-0075,2023-09-09,6,1240.62,0.09,0.11
ORD-04283,CUST-0147,PROD-0088,2023-01-18,1,1289.62,0.26,0.13
ORD-02245,CUST-0319,PROD-0045,2024-08-19,3,1817.78,0.06,0.07
ORD-02515,CUST-0298,PROD-0091,2024-04-20,7,1887.46,0.18,0.08
ORD-02510,CUST-0264,PROD-0036,2023-07-05,1,1843.51,0.24,0.15
ORD-00800,CUST-0266,PROD-0046,2023-12-17,9,178.67,0.23,0.08
ORD-01075,CUST-0102,PROD-0026,2024-05-13,7,1367.44,0.13,0.13
ORD-02690,CUST-0082,PROD-0063,2023-12-16,2,1349.08,0.17,0.1
ORD-03103,CUST-0364,PROD-0079,2024-06-05,10,1169.3,0.14,0.09
ORD-02126,CUST-0237,PROD-0047,2023-04-11,10,743.4,0.04,0.06
ORD-03563,CUST-0211,PROD-0018,2024-09-26,4,44.72,0.24,0.06
ORD-02007,CUST-0406,PROD-0053,2023-04-07,2,87.07,0.01,0.14
ORD-02013,CUST-0182,PROD-0058,2023-09-20,7,371.63,0.16,0.1
ORD-02293,CUST-0268,PROD-0075,2024-08-21,10,1341.33,0.16,0.13
ORD-04170,CUST-0356,PROD-0081,2024-06-24,2,1884.41,0.25,0.14
ORD-02107,CUST-0090,PROD-0001,2024-12-16,2,99.12,0.04,0.07
ORD-03760,CUST-0281,PROD-0069,2023-12-22,8,1104.72,0.21,0.1
ORD-01375,CUST-0425,PROD-0096,2023-06-17,5,747.87,0.09,0.12
ORD-01963,CUST-0442,PROD-0074,2024-05-18,9,1259.19,0.15,0.09
ORD-01141,CUST-0242,PROD-0078,2023-06-17,2,1833.16,0.19,0.09
ORD-04431,CUST-0318,PROD-0100,2024-08-19,3,476.81,0.02,0.08
ORD-04734,CUST-0070,PROD-0001,2024-01-22,9,990.52,0.01,0.14
ORD-00336,CUST-0041,PROD-0027,2023-05-20,4,1327.42,0.28,0.12
ORD-02812,CUST-0002,PROD-0027,2024-12-24,5,1462.93,0.01,0.13
ORD-03225,CUST-0431,PROD-0033,2023-09-28,4,1775.48,0.12,0.1
ORD-02851,CUST-0072,PROD-0085,2024-11-21,6,1173.11,1.75,0.1
ORD-04378,CUST-0473,PROD-0046,2023-08-08,5,497.67,0.07,0.13
ORD-03750,CUST-0302,PROD-0095,2024-09-06,4,1374.88,0.23,0.13
ORD-00203,CUST-0281,PROD-0033,2023-11-28,1,1382.6,0.13,0.09
ORD-03460,CUST-0489,PROD-0002,2024-11-21,7,1987.01,0.04,0.09
ORD-01365,CUST-0058,PROD-0093,2024-12-18,5,1142.97,0.17,0.14
ORD-00888,CUST-0045,PROD-0015,2024-04-18,7,1618.81,0.07,0.06
ORD-00090,CUST-0180,PROD-0093,2024-03-31,9,1130.95,0.18,0.07
ORD-00556,CUST-0119,PROD-0067,2024-03-30,1,590.12,0.02,0.14
ORD-02683,CUST-0307,PROD-0006,2023-03-17,7,664.9,0.15,0.08
ORD-00968,CUST-0021,PROD-0082,2024-12-24,2,350.51,0.01,0.07
ORD-00861,CUST-0324,PROD-0091,2024-10-14,4,492.28,0.01,0.13
ORD-03118,CUST-0156,PROD-0086,2024-02-19,3,51.37,0.12,0.05
ORD-02930,CUST-0028,PROD-0024,2024-08-05,3,1416.39,0.06,0.09
ORD-04037,CUST-0175,PROD-0020,2024-08-05,3,651.36,0.08,0.15
